Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
S1432,Ahmed,Williams,student432@university.com,0,22,3,78.26,69.37,82.29,50.86,65.93,89.7,87.55,76.703,3
S1433,Liam,Johnson,student433@university.com,1,20,3,50.3,40.6,84.49,53.02,74.69,69.19999999999999,68.95,67.27,6
S1434,Maria,Davis,student434@university.com,1,22,1,60.78,98.12,93.21,55.95,77.85,36.1,79.51,83.16600000000001,2
S1435,Liam,Smith,student435@university.com,0,20,1,75.43,85.09,53.37,67.16,51.81,80.39999999999999,90.27,69.0045,5
S1436,Liam,Brown,student436@university.com,1,20,0,87.73,49.53,99.33,55.88,61.66,73.8,58.61,75.17699999999999,3
S1437,Liam,Williams,student437@university.com,0,22,3,57.28,60.5,49.2,71.3,85.24,79.2,71.14,60.666999999999994,7
S1438,Omar,Jones,student438@university.com,1,18,2,75.43,49.63,76.04,58.93,88.65,64.1,87.02,70.697,5
S1439,John,Smith,student439@university.com,1,18,0,82.17,86.0,79.43,88.96,78.47,37.9,76.63,79.2895,3
S1440,Ali,Johnson,student440@university.com,1,18,0,61.47,43.53,65.14,93.57,63.54,34.900000000000006,84.08,64.72649999999999,6
S1441,Liam,Williams,student441@university.com,0,23,1,75.43,90.42,68.5,69.48,70.25,65.4,64.64,72.68200000000002,4
S1442,Ali,Davis,student442@university.com,1,18,2,81.38,96.53,93.45,75.57,54.8,13.100000000000001,51.62,79.45,3
S1443,Liam,Davis,student443@university.com,0,20,0,95.04,80.6,78.72,97.67,97.66,82.0,51.46,78.82899999999998,3
S1444,Maria,Johnson,student444@university.com,1,24,2,85.92,52.78,69.82,76.78,93.43,37.0,97.14,71.5505,4
S1445,John,Johnson,student445@university.com,0,19,1,75.43,61.61,47.7,74.8,53.28,63.0,97.23,63.05200000000001,6
S1446,John,Davis,student446@university.com,0,22,1,79.37,68.63,40.44,57.11,58.32,49.9,60.56,54.076499999999996,8
S1447,Emma,Brown,student447@university.com,1,24,1,65.54,76.28,47.5,93.11,79.05,51.9,57.37,61.997,6
S1448,Omar,Brown,student448@university.com,0,19,1,99.96,80.12,97.37,74.86,61.62,73.8,50.91,81.8635,2
S1449,Emma,Williams,student449@university.com,0,24,3,87.44,73.25,85.85,51.14,96.72,62.7,61.56,75.681,3
S1450,Emma,Jones,student450@university.com,0,23,1,80.72,61.08,98.03,98.61,87.78,25.0,66.72,80.972,2
S1451,Emma,Williams,student451@university.com,0,19,1,71.16,93.46,42.14,98.25,63.66,7.3999999999999995,62.06,61.793000000000006,6
S1452,Emma,Jones,student452@university.com,1,21,1,80.91,44.88,80.81,69.16,50.31,84.00000000000001,89.87,72.4575,4
S1453,Emma,Johnson,student453@university.com,1,18,2,67.08,67.98,42.66,97.71,89.97,88.5,87.47,65.82900000000001,6
S1454,Ahmed,Smith,student454@university.com,1,23,2,51.44,86.53,86.92,57.05,71.2,16.4,54.05,72.8385,4
S1455,John,Williams,student455@university.com,0,24,1,69.75,43.65,62.86,84.01,82.12,30.9,84.87,64.144,6
S1456,Emma,Williams,student456@university.com,0,20,1,96.52,82.32,45.75,59.6,64.35,28.199999999999996,76.03,61.582,6
S1457,Liam,Jones,student457@university.com,1,18,1,81.32,89.18,74.08,62.33,57.14,93.69999999999999,56.61,73.80050000000001,4
S1458,John,Johnson,student458@university.com,1,18,2,54.2,79.65,56.81,88.97,83.77,20.5,86.98,68.5215,5
S1459,John,Johnson,student459@university.com,0,19,1,75.43,40.78,79.57,68.87,72.52,16.7,54.3,63.24850000000001,6
S1460,Sara,Jones,student460@university.com,1,21,3,63.44,50.81,79.49,50.36,61.76,18.2,58.86,62.992999999999995,6
S1461,Ahmed,Johnson,student461@university.com,1,18,2,62.19,60.53,82.3,70.71,56.88,73.0,57.46,70.3195,5
S1462,Emma,Davis,student462@university.com,0,24,1,64.85,54.02,99.55,61.4,79.02,88.80000000000001,96.95,82.94000000000001,2
S1463,Ali,Brown,student463@university.com,1,24,0,78.86,97.76,63.2,84.17,86.28,39.300000000000004,84.91,76.20750000000001,3
S1464,Maria,Davis,student464@university.com,0,22,1,77.23,79.1,67.92,59.72,64.19,13.600000000000001,70.56,67.295,6
S1465,Omar,Smith,student465@university.com,1,22,2,74.57,57.82,88.28,92.11,86.76,58.60000000000001,91.11,80.75,2
S1466,Liam,Williams,student466@university.com,0,18,1,85.88,95.78,74.7,63.35,59.16,21.000000000000004,60.8,72.79299999999999,4
S1467,Ali,Smith,student467@university.com,0,19,2,65.83,84.44,42.24,69.65,66.92,6.4,96.55,62.189,6
S1468,Ahmed,Williams,student468@university.com,0,19,0,89.1,57.08,90.58,64.9,87.24,88.6,84.85,80.11249999999998,2
S1469,Maria,Brown,student469@university.com,0,20,3,75.43,62.73,43.09,82.2,83.01,87.10000000000001,77.98,61.97600000000001,6
S1470,Ahmed,Johnson,student470@university.com,0,23,1,89.13,51.97,50.25,55.06,63.53,97.6,89.73,61.9725,6
S1471,Liam,Davis,student471@university.com,1,23,1,83.19,98.26,46.12,73.9,56.11,47.400000000000006,82.24,67.161,6
S1472,John,Jones,student472@university.com,1,23,2,84.16,71.04,44.68,74.8,52.12,29.4,94.36,61.99799999999999,6
S1473,Maria,Davis,student473@university.com,1,21,3,74.08,93.76,41.54,74.8,91.9,77.0,91.46,68.71600000000001,5
S1474,John,Brown,student474@university.com,0,19,3,83.35,60.79,43.3,53.67,53.76,18.0,59.89,51.583999999999996,8
S1475,Liam,Smith,student475@university.com,1,20,1,53.99,91.65,66.55,74.8,55.74,24.3,61.98,68.4285,5
S1476,Ali,Jones,student476@university.com,0,22,1,92.58,43.23,55.17,58.38,61.89,25.6,53.25,53.54299999999999,8
S1477,Liam,Johnson,student477@university.com,0,24,2,52.78,98.93,47.59,54.43,72.28,95.19999999999999,61.01,64.4295,6
S1478,Ali,Brown,student478@university.com,1,23,1,57.44,94.72,79.52,60.12,89.49,73.0,67.17,77.83600000000001,3
S1479,Maria,Jones,student479@university.com,0,22,1,78.84,61.79,53.57,55.13,62.37,13.4,51.44,54.7455,8
S1480,Maria,Brown,student480@university.com,1,22,1,86.97,86.48,41.14,76.05,77.18,9.3,65.75,59.891999999999996,7
S1481,Emma,Brown,student481@university.com,0,18,2,53.81,85.14,65.11,99.41,54.52,84.3,88.58,75.93150000000001,3
S1482,Ahmed,Johnson,student482@university.com,0,21,3,75.43,94.08,58.63,51.72,73.23,80.19999999999999,92.02,72.686,4
S1483,Emma,Williams,student483@university.com,1,20,3,75.43,58.44,59.12,73.06,58.88,67.10000000000001,50.44,60.27850000000001,7
S1484,Ahmed,Jones,student484@university.com,0,21,1,80.3,67.93,66.72,69.3,60.56,19.6,50.36,62.781,6
S1485,Emma,Johnson,student485@university.com,1,18,2,74.06,91.9,80.13,66.98,68.34,48.0,57.32,75.248,3
S1486,John,Brown,student486@university.com,0,20,0,87.07,86.71,76.99,66.59,88.07,60.3,93.63,80.61349999999999,2
S1487,Maria,Johnson,student487@university.com,1,20,1,66.42,63.61,96.24,94.75,87.2,93.2,73.46,84.053,2
S1488,Ali,Williams,student488@university.com,0,19,2,75.43,90.74,71.06,74.8,70.75,16.9,99.15,77.0785,3
S1489,Ahmed,Davis,student489@university.com,1,21,2,95.81,42.82,68.35,88.75,55.93,51.5,94.37,69.0965,5
S1490,Liam,Jones,student490@university.com,1,21,1,97.78,86.92,52.8,62.65,64.03,15.8,94.51,67.82600000000001,6
S1491,Ahmed,Williams,student491@university.com,0,19,2,96.35,52.41,85.32,69.16,75.27,44.400000000000006,56.42,70.79,5
S1492,Ali,Smith,student492@university.com,1,22,1,63.12,57.17,48.45,71.01,93.47,20.0,73.76,57.8085,7
S1493,Emma,Jones,student493@university.com,0,18,2,61.62,69.59,69.47,65.24,98.41,83.6,99.68,75.3635,3
S1494,Ahmed,Williams,student494@university.com,0,21,1,64.88,66.98,65.28,54.68,81.87,25.5,57.45,62.206,6
S1495,Omar,Brown,student495@university.com,1,19,1,72.07,71.23,79.5,55.72,67.53,41.699999999999996,78.71,72.48949999999999,4
S1496,John,Jones,student496@university.com,1,24,1,65.71,72.69,95.06,64.91,84.67,40.800000000000004,67.21,78.6935,3
S1497,Maria,Jones,student497@university.com,1,20,0,68.71,59.89,96.8,91.09,66.81,86.6,69.39,81.3215,2
S1498,Ali,Johnson,student498@university.com,1,23,2,81.03,50.51,50.07,56.73,81.27,75.8,94.54,61.888999999999996,6
S1499,Maria,Brown,student499@university.com,1,24,2,88.13,86.11,55.71,74.8,62.19,5.8,79.4,66.702,6
S1500,Omar,Smith,student500@university.com,0,19,2,86.78,64.0,88.7,64.44,63.35,6.7,87.94,75.7565,3
S1501,Ahmed,Davis,student501@university.com,1,23,2,90.72,70.35,71.1,94.17,53.76,55.099999999999994,83.66,74.455,4
S1502,Ahmed,Williams,student502@university.com,0,22,1,51.61,78.68,67.18,71.42,71.01,42.800000000000004,76.45,69.4885,5
S1503,Liam,Johnson,student503@university.com,1,18,0,52.39,94.58,82.64,58.59,80.91,27.599999999999998,89.59,79.3145,3
S1504,Omar,Williams,student504@university.com,1,23,1,89.47,82.45,76.12,99.29,89.44,79.3,98.54,84.55850000000002,2
S1505,Ali,Smith,student505@university.com,1,22,1,76.65,42.73,98.24,58.83,90.52,12.9,98.34,77.4795,3
S1506,Liam,Smith,student506@university.com,0,23,0,78.91,90.31,75.04,78.38,99.62,97.39999999999999,89.47,83.13300000000001,2
S1507,John,Jones,student507@university.com,1,20,1,52.63,99.36,67.96,78.46,54.39,2.4,74.37,71.5285,4
S1508,Liam,Smith,student508@university.com,0,20,1,62.77,68.35,72.57,68.64,74.66,11.799999999999999,58.16,65.7475,6
S1509,Sara,Williams,student509@university.com,0,20,2,81.92,98.18,88.51,97.57,76.07,31.1,52.22,82.0845,2
S1510,Ali,Brown,student510@university.com,0,20,2,92.96,72.84,76.76,92.19,90.23,50.9,61.57,75.431,3
S1511,Sara,Brown,student511@university.com,1,19,0,95.85,67.58,78.82,91.49,63.32,21.6,67.01,73.28299999999999,4
S1512,Omar,Jones,student512@university.com,0,20,2,75.02,59.88,98.29,74.8,53.47,73.6,56.49,77.35,3
S1513,Emma,Davis,student513@university.com,1,24,2,77.27,79.45,77.1,72.86,65.69,35.8,61.24,72.14,4
S1514,Sara,Williams,student514@university.com,0,20,0,91.65,53.79,62.82,54.86,99.2,3.9,54.18,59.23650000000001,7
S1515,John,Williams,student515@university.com,1,24,1,76.88,46.3,81.48,88.27,94.97,87.79999999999998,76.18,75.08850000000001,3
S1516,Liam,Smith,student516@university.com,0,19,1,75.84,41.63,79.57,69.04,69.76,94.39999999999999,56.32,67.506,6
S1517,Emma,Williams,student517@university.com,1,20,2,95.25,57.54,40.83,59.52,93.81,61.9,87.14,59.411,7
S1518,Liam,Johnson,student518@university.com,1,22,1,75.43,63.75,68.04,74.16,51.64,80.7,66.63,67.765,6
S1519,Sara,Davis,student519@university.com,1,22,3,95.45,73.12,84.57,96.29,65.71,12.1,83.6,79.28399999999999,3
S1520,Liam,Smith,student520@university.com,0,21,0,60.91,57.56,69.94,58.57,86.34,26.900000000000002,94.13,68.172,5
S1521,Omar,Johnson,student521@university.com,0,22,1,76.22,99.04,86.78,92.43,61.07,32.5,54.3,80.3975,2
S1522,Emma,Jones,student522@university.com,1,18,1,92.12,57.5,67.05,70.91,59.92,96.1,99.45,72.7355,4
S1523,Omar,Brown,student523@university.com,0,18,1,55.56,66.46,99.0,74.8,93.09,51.2,82.26,82.7035,2
S1524,Sara,Jones,student524@university.com,0,18,1,89.73,46.2,57.57,92.42,80.8,1.0,52.67,57.986999999999995,7
S1525,Omar,Brown,student525@university.com,0,19,1,59.15,55.64,45.53,98.48,99.45,38.0,65.7,58.873000000000005,7
S1526,John,Jones,student526@university.com,0,22,2,75.43,42.9,65.8,64.56,56.73,1.0,94.31,62.1605,6
S1527,Sara,Williams,student527@university.com,0,24,0,80.6,73.57,72.5,65.18,67.81,23.799999999999997,79.81,70.81400000000001,5
S1528,Sara,Johnson,student528@university.com,0,18,0,59.66,85.06,60.95,69.53,65.56,45.49999999999999,64.36,66.535,6
S1529,Sara,Brown,student529@university.com,0,21,1,73.67,51.74,54.54,90.71,94.01,32.300000000000004,97.02,65.787,6
S1530,Ali,Smith,student530@university.com,1,19,1,84.1,62.07,80.32,50.52,62.76,3.3000000000000003,89.36,70.506,5
S1531,Liam,Johnson,student531@university.com,1,21,2,75.43,41.0,62.63,61.2,67.67,11.6,86.78,60.123999999999995,7
S1532,Ali,Smith,student532@university.com,0,22,0,71.36,90.37,77.88,85.29,57.14,55.099999999999994,94.42,81.098,2
S1533,Ali,Johnson,student533@university.com,1,20,0,94.97,86.8,86.74,70.28,88.77,69.6,88.49,85.02449999999999,1
S1534,John,Johnson,student534@university.com,1,21,3,75.96,43.8,85.66,66.51,61.89,40.5,64.34,68.2435,5
S1535,Emma,Jones,student535@university.com,1,20,2,75.29,61.89,62.52,93.61,53.42,73.1,79.19,68.716,5
S1536,Liam,Brown,student536@university.com,0,19,2,53.11,97.32,74.07,95.87,71.76,16.299999999999997,92.11,79.554,3
S1537,Omar,Brown,student537@university.com,0,21,1,96.11,63.52,66.98,97.4,69.57,12.2,59.04,66.986,6
S1538,Ahmed,Johnson,student538@university.com,0,21,2,58.86,71.57,92.25,63.63,58.88,83.9,58.15,76.38149999999999,3
S1539,Sara,Williams,student539@university.com,0,23,1,76.42,61.31,92.73,95.63,56.68,33.900000000000006,57.95,75.95949999999999,3
S1540,Omar,Williams,student540@university.com,0,19,2,90.18,75.77,60.62,86.85,94.83,43.2,59.71,68.454,5
S1541,Sara,Smith,student541@university.com,1,19,2,60.77,98.69,45.5,57.71,53.39,94.80000000000001,55.16,62.431000000000004,6
S1542,John,Smith,student542@university.com,0,18,1,75.43,99.85,50.05,80.51,54.97,42.400000000000006,91.88,70.463,5
S1543,Sara,Jones,student543@university.com,1,22,1,62.03,86.48,62.02,51.32,62.25,1.0,90.92,67.138,6
S1544,Ali,Johnson,student544@university.com,0,21,1,87.98,64.26,73.85,85.42,97.64,93.80000000000001,57.57,73.54050000000001,4
S1545,Liam,Smith,student545@university.com,1,21,1,78.22,69.67,79.41,86.68,54.27,1.4000000000000001,85.28,73.85249999999999,4
S1546,Ahmed,Smith,student546@university.com,0,24,1,75.43,61.4,59.88,89.47,90.8,66.2,81.35,69.003,5
S1547,Maria,Davis,student547@university.com,0,19,1,94.73,99.13,80.05,58.63,94.6,32.300000000000004,63.81,78.362,3
S1548,Sara,Johnson,student548@university.com,0,19,1,82.44,82.47,96.26,74.8,68.89,47.0,61.37,81.6,2
S1549,Omar,Jones,student549@university.com,0,22,1,86.27,66.94,79.12,58.94,64.69,54.699999999999996,62.53,70.5925,5
S1550,Ali,Smith,student550@university.com,0,19,3,77.46,40.73,49.51,97.33,83.87,40.800000000000004,86.53,60.76899999999999,7
S1551,Maria,Jones,student551@university.com,0,20,1,69.22,71.23,74.78,83.75,85.13,77.4,65.97,74.01599999999999,4
S1552,Ahmed,Brown,student552@university.com,1,20,1,82.41,99.04,72.51,54.77,89.0,93.10000000000001,63.9,77.0995,3
S1553,Maria,Jones,student553@university.com,0,23,2,95.41,71.38,92.24,74.8,91.53,8.6,51.12,76.09700000000001,3
S1554,Ali,Williams,student554@university.com,1,20,0,70.83,50.95,61.02,74.8,63.42,80.0,95.41,67.102,6
S1555,Liam,Williams,student555@university.com,0,20,2,65.72,41.33,65.38,73.83,84.35,12.9,87.64,63.0955,6
S1556,Liam,Jones,student556@university.com,1,22,1,75.43,61.28,75.92,74.8,56.75,8.0,73.64,68.159,5
S1557,Emma,Williams,student557@university.com,1,21,2,71.77,95.09,71.47,64.04,75.54,95.60000000000001,97.15,80.72800000000001,2
S1558,Liam,Brown,student558@university.com,1,20,0,53.68,99.79,83.14,82.9,80.64,48.9,64.68,80.36699999999999,2
S1559,Emma,Johnson,student559@university.com,1,23,0,74.92,96.72,42.42,58.85,58.09,15.299999999999999,83.74,62.173500000000004,6
S1560,Maria,Williams,student560@university.com,1,19,2,74.72,83.77,73.81,77.19,53.83,57.00000000000001,65.26,73.0635,4
S1561,John,Williams,student561@university.com,1,20,0,79.42,73.49,47.3,97.89,59.74,26.3,65.73,61.53949999999999,6
S1562,Omar,Jones,student562@university.com,0,23,0,68.14,75.44,58.91,81.41,71.03,46.4,92.24,69.9075,5
S1563,Omar,Brown,student563@university.com,1,22,2,80.66,72.34,79.7,52.5,94.39,62.5,89.35,76.878,3
S1564,Maria,Johnson,student564@university.com,0,24,2,93.91,82.42,49.44,99.44,76.6,86.9,64.71,68.781,5
S1565,Sara,Jones,student565@university.com,0,24,2,97.77,65.13,58.53,57.84,87.42,1.0,54.07,59.642,7
S1566,Sara,Jones,student566@university.com,1,24,0,79.18,80.15,82.18,85.9,58.71,21.400000000000002,67.88,75.6385,3
S1567,Liam,Davis,student567@university.com,1,19,1,75.43,47.3,79.05,76.63,55.3,9.6,88.0,68.95949999999999,5
S1568,Omar,Brown,student568@university.com,0,23,3,98.46,55.94,45.46,64.72,61.98,9.700000000000001,55.03,52.6055,8
S1569,Omar,Johnson,student569@university.com,1,20,1,85.29,90.16,74.64,58.87,65.69,94.60000000000001,83.61,78.5955,3
S1570,Emma,Brown,student570@university.com,1,21,2,75.43,94.22,48.84,58.89,77.41,93.6,94.49,70.7645,5
S1571,John,Johnson,student571@university.com,1,19,0,57.36,72.34,55.14,92.92,94.06,74.9,58.96,65.976,6
S1572,Ali,Brown,student572@university.com,1,19,1,57.17,41.9,67.55,93.65,71.3,64.3,93.11,68.36999999999999,5
S1573,Sara,Jones,student573@university.com,1,24,2,58.39,95.62,46.56,73.26,75.94,84.80000000000001,52.57,63.91600000000001,6
S1574,Omar,Jones,student574@university.com,1,21,1,52.28,82.12,99.62,55.18,50.23,5.8,83.34,79.70650000000002,3
S1575,Emma,Smith,student575@university.com,1,24,1,75.43,64.84,49.92,94.21,51.67,11.899999999999999,89.55,62.7395,6
S1576,Ahmed,Williams,student576@university.com,0,19,1,77.04,75.9,86.88,74.8,54.19,31.7,72.24,76.3945,3
S1577,Emma,Davis,student577@university.com,1,20,1,85.0,65.79,89.79,71.94,84.95,83.2,60.19,77.954,3
S1578,Sara,Brown,student578@university.com,0,24,1,91.41,67.92,99.67,70.37,74.31,47.199999999999996,96.24,85.57099999999998,1
S1579,Sara,Davis,student579@university.com,0,24,3,89.58,93.21,65.72,68.25,59.65,50.4,51.0,69.3865,5
S1580,Emma,Smith,student580@university.com,0,24,3,94.13,49.67,92.45,76.3,79.63,22.900000000000002,77.75,76.03949999999999,3
S1581,Ali,Williams,student581@university.com,0,19,1,98.36,46.22,97.45,80.23,77.23,64.8,68.64,78.5625,3
S1582,Maria,Brown,student582@university.com,1,20,0,71.95,40.16,50.37,73.32,54.44,88.80000000000001,73.05,57.228999999999985,7
S1583,Sara,Johnson,student583@university.com,0,21,1,97.52,58.84,68.77,74.8,82.02,32.99999999999999,76.83,68.9075,5
S1584,Emma,Williams,student584@university.com,0,18,1,86.16,48.84,43.6,65.88,88.36,61.9,76.74,57.128,7
S1585,Omar,Jones,student585@university.com,0,21,1,53.53,53.2,77.24,74.8,64.33,33.199999999999996,60.18,65.59599999999999,6
S1586,Emma,Smith,student586@university.com,0,20,3,84.09,40.67,74.88,65.0,84.37,79.3,83.99,69.5725,5
S1587,John,Williams,student587@university.com,0,22,3,75.43,53.63,52.25,87.67,59.99,47.5,50.96,57.183,7
S1588,Maria,Williams,student588@university.com,1,24,1,95.29,59.96,87.87,74.8,87.84,33.900000000000006,51.06,73.1305,4
S1589,Ahmed,Jones,student589@university.com,1,21,1,68.65,41.89,42.24,59.43,95.59,42.00000000000001,73.92,52.617,8
S1590,Ali,Brown,student590@university.com,0,22,1,79.25,76.47,88.37,90.06,72.09,9.1,77.1,79.235,3
S1591,Liam,Johnson,student591@university.com,1,22,2,50.61,74.13,41.6,74.8,62.23,86.6,63.74,58.47899999999999,7
S1592,Ahmed,Jones,student592@university.com,1,20,2,66.6,45.82,79.41,81.29,69.96,95.8,77.58,72.31199999999998,4
S1593,Maria,Johnson,student593@university.com,0,20,1,53.11,75.7,44.73,98.51,62.5,47.699999999999996,75.81,62.419999999999995,6
S1594,Maria,Brown,student594@university.com,0,24,0,76.09,99.92,55.07,76.14,50.06,22.1,67.46,67.1575,6
S1595,Maria,Williams,student595@university.com,0,18,1,90.87,96.67,83.31,59.37,82.52,66.5,82.59,82.97800000000001,2
S1596,Ahmed,Johnson,student596@university.com,1,23,3,75.43,40.16,56.82,66.03,52.13,45.199999999999996,97.9,60.68600000000001,7
S1597,Omar,Smith,student597@university.com,0,19,2,75.43,87.72,70.67,91.17,60.52,25.2,74.54,74.1675,4
S1598,Maria,Smith,student598@university.com,1,21,2,60.2,61.22,94.91,67.58,86.12,3.8,89.3,77.86699999999999,3
S1599,Emma,Jones,student599@university.com,1,20,0,56.03,43.82,42.98,86.18,83.29,89.0,62.38,55.347,7
S1600,Ahmed,Brown,student600@university.com,1,21,0,75.55,57.76,88.66,88.87,53.67,79.69999999999999,88.1,79.56400000000001,3
S1601,Liam,Jones,student601@university.com,0,23,1,53.96,59.3,43.92,75.06,83.0,82.89999999999999,82.45,60.294500000000006,7
S1602,Maria,Jones,student602@university.com,1,23,1,75.43,71.39,47.61,89.16,96.53,44.00000000000001,81.98,65.333,6
S1603,Emma,Davis,student603@university.com,0,24,3,51.57,79.67,47.16,65.85,53.73,75.3,94.65,64.6105,6
S1604,Omar,Jones,student604@university.com,0,22,1,55.34,84.94,99.65,74.8,70.78,58.099999999999994,61.67,82.78949999999999,2
S1605,John,Davis,student605@university.com,0,24,1,77.5,54.75,50.81,84.33,86.47,37.5,68.42,60.043499999999995,7
S1606,Omar,Smith,student606@university.com,0,19,2,79.57,59.31,93.81,58.4,83.39,84.3,54.15,75.7115,3
S1607,Liam,Smith,student607@university.com,0,18,0,51.45,58.5,99.46,63.68,61.33,99.9,86.31,81.43249999999999,2
S1608,Maria,Jones,student608@university.com,1,21,0,78.67,61.76,63.03,74.8,58.15,89.9,92.19,70.20849999999999,5
S1609,Liam,Smith,student609@university.com,1,19,3,91.93,99.98,77.86,74.8,89.21,77.60000000000001,70.29,82.10050000000001,2
S1610,Ahmed,Brown,student610@university.com,1,18,2,86.12,86.68,86.75,74.67,97.81,74.8,67.84,82.6155,2
S1611,Sara,Davis,student611@university.com,1,21,1,56.56,98.5,63.56,74.8,88.38,65.0,82.93,75.54050000000001,3
S1612,Maria,Davis,student612@university.com,1,19,2,79.62,81.59,49.71,74.1,98.16,85.39999999999999,53.78,64.838,6
S1613,Sara,Jones,student613@university.com,0,20,0,83.61,64.38,66.03,94.07,80.25,49.3,64.69,69.0565,5
S1614,Emma,Smith,student614@university.com,0,21,1,51.86,63.38,86.31,86.8,96.45,18.2,68.31,74.452,4
S1615,John,Johnson,student615@university.com,1,19,1,92.77,69.31,86.85,65.73,84.52,76.8,75.93,79.26899999999999,3
S1616,Ali,Davis,student616@university.com,1,23,1,95.31,65.01,53.83,69.76,95.44,92.0,73.83,66.722,6
S1617,Liam,Jones,student617@university.com,1,18,2,92.52,89.7,50.5,83.38,58.08,34.1,60.43,64.7775,6
S1618,Omar,Jones,student618@university.com,0,19,0,91.23,67.9,95.23,74.8,90.78,78.3,77.04,83.7235,2
S1619,John,Brown,student619@university.com,0,20,2,87.25,57.74,42.64,58.94,59.84,27.400000000000002,96.29,57.66599999999999,7
S1620,Maria,Williams,student620@university.com,0,24,3,81.67,86.49,84.08,75.73,51.37,94.3,51.35,77.5725,3
S1621,Sara,Williams,student621@university.com,1,21,1,83.93,91.27,42.79,55.94,75.88,68.30000000000001,84.02,64.9725,6
S1622,Omar,Davis,student622@university.com,1,21,3,75.43,65.23,90.27,63.97,65.91,56.900000000000006,81.24,77.64899999999999,3
S1623,Sara,Brown,student623@university.com,1,21,0,83.12,80.07,94.32,84.3,52.18,78.0,96.22,87.27000000000001,1
S1624,Ahmed,Brown,student624@university.com,1,20,1,66.39,43.53,57.85,53.89,99.02,81.30000000000001,82.27,61.910999999999994,6
S1625,Sara,Brown,student625@university.com,0,18,3,68.8,71.77,44.44,83.12,83.32,89.2,81.24,64.694,6
S1626,Ahmed,Davis,student626@university.com,1,21,1,94.85,42.7,68.84,95.04,95.09,90.10000000000001,88.49,72.8555,4
S1627,Emma,Williams,student627@university.com,1,18,0,50.86,41.75,57.91,98.47,99.95,5.300000000000001,63.39,58.67499999999999,7
S1628,Omar,Brown,student628@university.com,1,19,0,84.94,76.78,65.03,60.83,69.6,12.3,79.79,67.7615,6
S1629,Omar,Smith,student629@university.com,0,23,0,97.74,58.2,79.9,87.44,62.74,82.6,75.97,75.8935,3
S1630,Ali,Jones,student630@university.com,0,23,2,85.31,84.55,52.59,96.32,59.19,94.60000000000001,71.92,70.321,5
S1631,Maria,Jones,student631@university.com,1,18,1,99.7,93.76,61.42,54.57,75.76,30.8,53.97,67.18549999999999,6
S1632,Ahmed,Johnson,student632@university.com,0,18,2,84.38,48.36,86.95,70.7,80.3,1.0,64.63,69.5005,5
S1633,Ali,Johnson,student633@university.com,0,23,1,51.72,83.47,78.63,95.97,73.62,32.300000000000004,64.0,75.225,3
S1634,Sara,Davis,student634@university.com,0,21,0,91.35,70.87,59.58,60.14,69.36,38.3,86.21,66.902,6
S1635,Sara,Davis,student635@university.com,0,22,0,64.23,46.73,79.86,96.69,58.41,76.1,96.03,75.3005,3
S1636,Ali,Jones,student636@university.com,0,22,3,72.3,79.1,85.92,76.36,72.09,4.8,61.54,74.51449999999998,4
S1637,Omar,Smith,student637@university.com,1,20,1,65.6,76.57,75.55,54.99,54.26,21.3,53.73,66.1505,6
S1638,Sara,Williams,student638@university.com,1,24,0,63.43,70.94,54.37,72.49,93.25,89.39999999999999,100.0,70.489,5
S1639,Liam,Williams,student639@university.com,1,23,3,71.57,95.59,40.01,66.31,52.35,15.5,84.56,61.408,6
S1640,Emma,Davis,student640@university.com,0,23,0,68.94,71.26,88.17,64.11,69.03,75.9,94.32,80.7725,2
S1641,Emma,Smith,student641@university.com,0,20,1,81.67,99.43,89.36,77.07,55.01,36.1,57.19,80.55450000000002,2
S1642,Liam,Davis,student642@university.com,0,22,1,75.43,70.55,81.86,74.18,88.75,66.3,90.04,79.302,3
S1643,Ali,Williams,student643@university.com,0,19,1,64.85,46.95,44.59,74.1,65.64,7.3999999999999995,90.67,55.131,7
S1644,Liam,Davis,student644@university.com,1,21,2,60.69,68.23,75.11,54.41,55.66,28.700000000000003,57.57,65.019,6
S1645,Ahmed,Brown,student645@university.com,1,21,2,83.34,50.94,89.26,90.12,76.57,42.5,58.07,73.735,4
S1646,Ahmed,Davis,student646@university.com,1,19,3,83.52,75.83,63.38,74.07,95.81,85.7,64.77,70.892,5
S1647,Ali,Jones,student647@university.com,1,19,1,95.06,81.59,51.88,91.05,95.43,56.3,60.84,67.6405,6
S1648,Liam,Davis,student648@university.com,1,22,1,50.8,68.11,75.26,91.23,62.48,4.5,98.77,73.5535,4
S1649,Ahmed,Jones,student649@university.com,1,20,2,75.43,45.86,89.58,65.86,85.98,80.19999999999999,68.15,73.893,4
S1650,Omar,Smith,student650@university.com,0,19,0,76.05,68.12,42.93,50.22,51.51,5.500000000000001,88.07,55.6815,7
S1651,Liam,Williams,student651@university.com,0,20,3,81.07,44.89,75.82,95.56,56.59,93.39999999999999,90.25,73.9525,4
S1652,Omar,Johnson,student652@university.com,1,24,0,54.57,80.93,78.59,74.8,74.97,21.200000000000003,69.3,73.03399999999999,4
S1653,Ahmed,Johnson,student653@university.com,0,18,2,71.63,87.42,76.14,55.36,61.44,48.8,84.13,75.189,3
